alias,symbol
DKFZP434H0820,NIBAN2
DKFZp434H092,MS4A14
DKFZp434H0923,FAM95A
DKFZP434H132,C15orf39
DKFZp434H1419,LINC01963
DKFZP434H168,GNAO1-AS1
DKFZP434H2010,PLEKHN1
DKFZp434H204,ADAMTS7
DKFZp434H2111,LRRK2
DKFZp434H2114,DDX43
DKFZp434H2215,FNDC8
DKFZp434H2226,LMBRD2
DKFZP434H2235,SYNE2
DKFZp434H247,MED29
DKFZp434I0121,FER1L5
DKFZp434I036,EIF5B
DKFZP434I0428,DISP1
DKFZP434I0714,MIR4453HG
DKFZP434I092,RGS22
DKFZp434I099,DRC7
DKFZp434I1020,DNM1P46
DKFZp434I1117,NUTM2F
DKFZP434I114,SPEF1
DKFZP434I116,VIRMA
DKFZP434I143,TTTY15
DKFZp434I1610,ZNF700
DKFZP434I1735,HEATR5A
DKFZp434I1930,ZNF541
DKFZP434I2117,TLCD3B
DKFZP434I216,PLEKHG4
DKFZP434I225,EP400
DKFZp434I2420,CCDC180
DKFZP434J0113,FAM186B
DKFZP434J046,WDR62
DKFZp434J0617,MEX3B
DKFZp434J0911,ADGRA2
DKFZp434J1015,ZNF853
DKFZp434J1111,RIGI
DKFZP434J154,WIPI2
DKFZp434J193,SPATA31F2P
DKFZP434J2031,ILKAP
DKFZP434J212,KIF21B
DKFZP434J214,TIPARP
DKFZP434K028,MYRF-AS1
DKFZp434K0322,SYT8
DKFZp434K0410,FBXL19
DKFZP434K0427,SLC41A2
DKFZP434K046,COQ9
DKFZp434K0512,MED25
DKFZp434K052,GOLGA8G
DKFZp434K0521,ADAM33
DKFZp434K058,NSUN5P2
DKFZp434K0614,BMP2K
DKFZp434K0621,COL23A1
DKFZP434K091,LRIT1
DKFZp434K0920,ZC3H7B
DKFZp434K098,CNOT6L
DKFZp434K1115,SIK2
DKFZp434K114,DCAF4
DKFZP434K1172,CCDC70
DKFZp434K1210,ZNF395
DKFZP434K1421,NSRP1
DKFZP434K151,UBL3
DKFZP434K156,CFAP61
DKFZp434K1635,ACSBG2
DKFZp434K171,MTMR9
DKFZP434K1772,ADAMTSL4
DKFZp434K1815,LRWD1
DKFZp434K191,POM121L8P
DKFZP434K2235,SIN3A
DKFZp434K2435,TMEM117
DKFZp434K245,LARP1B
DKFZP434L0117,CEP85
DKFZP434L057,ARFGEF1
DKFZp434L0718,ANKRD27
DKFZP434L1021,KCMF1
DKFZp434L1050,CCDC14
DKFZp434L121,MEGF11
DKFZp434L1319,NIPBL
DKFZp434L134,ZSCAN21
DKFZp434L142,GASK1B
DKFZP434L1435,VARS2
DKFZP434L1717,TKTL2
DKFZP434L187,LINC02249
DKFZp434L243,SFMBT1
DKFZp434M0331,GOLGA2P5
DKFZP434M035,DONSON
DKFZp434M098,ZNF608
DKFZP434M131,SPATA31C2
DKFZp434M1317,TP53INP1
DKFZp434M1411,MAMDC4
DKFZp434M1414,CAND1
DKFZP434M154,IRF2BP1
DKFZP434M1735,KDM2A
DKFZP434M183,SEC31B
DKFZp434M202,TDRD10
DKFZp434M222,PIGO
DKFZp434N035,TMEM191A
DKFZP434N043,ZNF473
DKFZp434N0510,ZCWPW1
DKFZp434N061,DNAAF9
DKFZp434N0615,ZBTB47
DKFZp434N062,FAHD2B
DKFZp434N0735,ATG7
DKFZp434N074,DNAH3
DKFZp434N0820,TDRD9
DKFZp434N1212,MATK
DKFZP434N1235,SLC25A31
DKFZp434N127,ZMYND15
DKFZp434N1415,MYCBPAP
DKFZp434N1418,CFAP263
DKFZP434N1511,ANKRD16
DKFZP434N1526,NKIRAS2
DKFZP434N178,KIF26A
DKFZP434N1817,C3orf20
DKFZP434N185,MED28
DKFZP434N1923,SHARPIN
DKFZp434N2030,RLIG1
DKFZp434N2435,ZMYND12
DKFZp434O0117,FRMD1
DKFZp434O0213,LRP5L
DKFZP434O047,TBC1D29P
DKFZp434O0515,SESTD1
DKFZp434O0527,CFAP65
DKFZp434O0827,TP53INP2
DKFZP434O125,DCAF12
DKFZp434O1427,RNF146
DKFZp434O192,NUTM1
DKFZp434P0111,TMEM63C
DKFZp434P0216,HMCN2
DKFZP434P0316,QRICH2
DKFZp434P0531,TMEM63B
DKFZp434P0630,GRIPAP1
DKFZp434P0714,ARMC2
DKFZp434P0735,RPRD1B
DKFZp434P086,NRBP2
DKFZP434P106,ABHD12
DKFZp434P117,UBR3
DKFZp434P1514,PPM1J
DKFZp434P162,GOLGA8F
DKFZP434P1735,ODAD2
DKFZP434P1750,TBC1D10B
DKFZP434P211,POM121L9P
DKFZp434P2235,TBC1D3
DKFZP43N024,TBL2
DKFZp451A175,TXLNB
DKFZp451C205,GRPEL2
DKFZp451D042,XIRP1
DKFZp451G223,CMYA5
DKFZp451I2418,KIF6
DKFZp451J0118,TXLNA
DKFZp451J1719,YOD1
DKFZp451L235,ETFBKMT
DKFZp459F1927,GOLM2
DKFZp547A023,CTTNBP2NL
DKFZp547B0714,ZNF540
DKFZp547B1713,FSAF1
DKFZp547B2013,NFRKB
DKFZp547C176,ELMOD1
DKFZp547C195,RNF214
DKFZp547D065,FAM20C
DKFZp547D155,CPLX2
DKFZp547D2210,PIANP
DKFZp547E052,RHBDD1
DKFZP547E1010,CHTOP
DKFZp547E1912,KBTBD6
DKFZP547E2110,ASF1A
DKFZp547F072,SCRT1
DKFZp547F162,NASP
DKFZp547G0215,ZNF663P
DKFZp547G036,TMEM178B
DKFZp547H025,SLC19A4P
DKFZp547H074,UNC13C
DKFZp547H154,ZBTB8B
DKFZp547H236,MEIS3
DKFZp547I014,RPL23AP32
DKFZp547I048,ERICH3
DKFZp547I1315,CHD2
DKFZp547J036,ELAVL3
DKFZp547J144,RTN4RL1
DKFZp547J199,PRRT2
DKFZp547K1113,ZNF710
DKFZp547L134,NUP62
DKFZp547M109,GPC2
DKFZp547M2010,SLITRK4
DKFZp547M236,SLC30A10
DKFZP547N043,SPRTN
DKFZp547O146,ZBTB7A
DKFZp547P055,UQCC6
DKFZp547P234,ATP6V1G1
DKFZp547P234,TMEM268
DKFZP564A022,RNF170
DKFZP564A033,DYNC2LI1
DKFZP564A063,BRMS1
DKFZp564A1164,KIRREL2
DKFZp564A122,WSB1
DKFZp564A186,YTHDC2
DKFZp564B0482,WSB1
DKFZp564B0769,PNISR
DKFZP564B1023,DDX59
DKFZP564B116,IBTK
DKFZP564B1162,ARHGAP24
DKFZP564B147,RTL8A
DKFZP564B167,MPC2
DKFZp564B176,SREK1
DKFZp564C012,TMEM168
DKFZp564C0469,SLF1
DKFZP564C103,NAT9
DKFZP564C1278,QRSL1
DKFZp564C1664,NRBF2
DKFZP564C186,NOC2L
DKFZP564C1940,LRP10
DKFZP564C196,SMG7-AS1
DKFZp564C236,AHSA2P
DKFZp564D0372,APH1B
DKFZP564D0478,TMEM222
DKFZP564D116,TCTN3
DKFZP564D1378,HDHD2
DKFZP564D166,TANC2
DKFZP564D172,ARB2A
DKFZp564D177,NIPSNAP3A
DKFZP564D1864,AP2A2
DKFZp564D206,SOSTDC1
DKFZp564E153,TMEM47
DKFZP564F0522,FAM98A
DKFZP564F0923,PTPN23
DKFZP564F1123,LYSET
DKFZp564G013,RAI14
DKFZp564G072,FZD1
DKFZP564G092,HERC4
DKFZP564G182,C6orf62
DKFZP564G202,MOXD1
DKFZP564G2022,TMEM87A
DKFZp564H0764,RBMS1
DKFZP564I0422,THAP2
DKFZP564I052,ZZZ3
DKFZP564I122,MMACHC
DKFZp564I1922,MXRA5
DKFZP564J0123,NDUFAF3
DKFZP564J047,TEX35
DKFZP564J0863,ATL3
DKFZP564J102,FAM149A
DKFZP564J157,PRR13
DKFZp564K0322,CCDC8
DKFZp564K0822,VOPP1
DKFZP564K112,LARP7
DKFZp564K142,MAGT1
DKFZP564K1964,TMEM98
DKFZP564K2062,TMEM186
DKFZp564K2464,SLC35G2
DKFZP564K247,HIGD1A
DKFZP564L0562,ANAPC10
DKFZp564L0716,AKAP2
DKFZP564L0862,ASB9
DKFZP564L0864,SLC71A1
DKFZp564L2123,SLC39A10
DKFZp564L2423,LMAN2L
DKFZP564M082,ANAPC15
DKFZP564M112,MOB4
DKFZp564M1178,ATG3
DKFZP564M1416,SEPTIN10P1
DKFZp564M173,PHPT1
DKFZP564M182,RSL1D1
DKFZp564M1863,PDCL
DKFZP564M2423,SERBP1
DKFZp564N123,R3HCC1
DKFZp564N1362,PNKD
DKFZp564N2472,POM121L12
DKFZP564O043,ANKMY2
DKFZP564O0463,DCAF13
DKFZp564O0523,RBM48
DKFZP564O0823,PARM1
DKFZP564O092,NGDN
DKFZP564O123,CHMP2B
DKFZP564O1664,INTS14
DKFZp564O176,DDX47
DKFZp564O1863,FGFR1OP2
DKFZp564O1923,ADGRF5
DKFZp564O2082,SYF2
DKFZP564O243,ABHD14A
DKFZP564P1916,LCOR
DKFZP566A1524,CYRIA
DKFZp566B023,RPL36
DKFZP566B0846,NECTIN3
DKFZP566B133,GADD45B
DKFZp566B1346,RNF19A
DKFZP566B183,NECAP1
DKFZp566C0424,SZRD1
DKFZP566C134,KBTBD2
DKFZp566C243,YIPF3
DKFZp566D133,RALGAPA1P1
DKFZP566D1346,ANKRD13C
DKFZP566D193,ANAPC13
DKFZp566D234,FSTL5
DKFZp566E104,RRN3
DKFZP566E144,REXO2
DKFZP566E164,CATSPERZ
DKFZp566F0546,RIBC2
DKFZP566F084,DPCD
DKFZp566F123,ZBTB20
DKFZp566F164,CSRNP1
DKFZP566F2124,EPC2
DKFZp566F223,TUBB2B
DKFZP566G1424,NOL4L
DKFZP566G223,CLIC4
DKFZP566H073,RNF167
DKFZp566I1024,SUMF2
DKFZP566J2046,FAHD1
DKFZP566K023,RWDD3
DKFZP566K0524,PTPN20
DKFZP566K1924,CNRIP1
DKFZP566M1046,FHIP1B
DKFZp566M114,SLC10A7
DKFZP566N034,TMEM163
DKFZp566O084,DHRS7B
DKFZP566O1646,NSL1
DKFZp570I0164,ZNF101
DKFZp571K0837,ZNF439
DKFZp572C163,ZNF658
DKFZP586A0522,TMT1A
DKFZP586A1024,TMEM184B
DKFZp586B0217,PCDHB5
DKFZp586B0621,C1QTNF5
DKFZP586B0923,KIFBP
DKFZp586B1222,AKAP8
DKFZP586B1621,TKFC
DKFZP586B2022,TES
DKFZp586C1223,TRPC4AP
DKFZP586C1324,SPPL3
DKFZP586C1522,HCST
DKFZP586C1619,ABTB2
DKFZp586C1620,RCHY1
DKFZP586C1622,CDYL
DKFZp586C1924,TMEM126A
DKFZp586D0623,CCDC28A
DKFZp586D0624,LDLRAP1
DKFZP586D0823,PART1
DKFZp586D0824,GIMAP2
DKFZP586D0919,EEF1AKMT3
DKFZp586D1519,MTUS1
DKFZp586D1822,ATG4B
DKFZp586D211,POT1
DKFZp586D2223,MED20
DKFZP586E0820,PRKD2
DKFZp586E1422,SLC26A6
DKFZP586E1519,COG4
DKFZP586E1923,SMIM8
DKFZp586E2023,MXRA8
DKFZP586F0422,C2CD2
DKFZp586F0922,FAM229B
DKFZp586F1018,MYRIP
DKFZp586F1019,EDRF1
DKFZp586F1023,RBM19
DKFZP586F1318,SH3YL1
DKFZP586F1524,POLDIP2
DKFZp586G0123,SLC25A24
DKFZP586G0522,TRAF3IP2
DKFZp586G1122,ZNF385A
DKFZp586G1123,MAF1
DKFZP586G1517,MTHFD1L
DKFZp586G1722,LTAP1
DKFZP586G1822,POM121
DKFZp586G1919,TMEM43
DKFZp586H0523,IL33
DKFZp586H0723,RAP1B
DKFZp586H1322,TMEM131L
DKFZP586H2123,PAMR1
DKFZp586I021,TRAF7
DKFZP586I0418,ATG10
DKFZP586I1023,CCZ1B
DKFZp586I1419,WWTR1
DKFZP586J0119,EIF2B4
DKFZp586J0523,NPDC1
DKFZp586J0619,INTS1
DKFZP586J0917,HDAC7
DKFZp586K0617,TNS1
DKFZp586K0717,FIP1L1
DKFZP586K0919,SENP3
DKFZP586L0724,NOL11
DKFZP586L151,OLFML2B
DKFZP586L2024,ABI3BP
DKFZP586M0122,POLR1A
DKFZP586M1019,CCDC9
DKFZP586M1120,DRC3
DKFZp586M121,EMILIN1
DKFZP586M1523,TPGS2
DKFZp586M1819,GPAT4
DKFZP586O0120,FAM32A
DKFZp586O0223,ASCC2
DKFZP586O1422,RAPGEF2
DKFZP586O1624,LRIG1
DKFZp586O1822,NLRP1
DKFZP586P0123,C2CD3
DKFZp586P1522,L3MBTL1
DKFZp586P2219,NUDT13
DKFZP586P2220,POM121
DKFZp666A212,MAIP1
DKFZp666G057,SAXO2
DKFZp666G166,URGCP
DKFZp666G247,GAS6
DKFZp666K071,PTCD3
DKFZp666P1710,SPAG16
DKFZp667A205,TIGIT
DKFZp667B0210,EBF3
DKFZp667B1218,PDE12
DKFZP667C165,KATNAL2
DKFZp667D152,C1orf198
DKFZp667E1824,CEP95
DKFZp667F074,RALGAPA1
DKFZp667G2110,CRYBG3
DKFZp667I133,GIMAP8
DKFZp667J212,ZNF783
DKFZp667M1322,NABP1
DKFZp667M2411,LRRC37BP1
DKFZp667N1320,ATAD2
DKFZp667O0311,NXF1
DKFZp667O2416,ZDHHC18
DKFZp667P0924,ANKRD36C
DKFZP686A01247,LIMCH1
DKFZp686A0127,FAM225A
DKFZp686A04236,HMGB1
DKFZp686A06115,NIPAL1
DKFZP686A10121,GTPBP10
DKFZp686A1627,PHF2P1
DKFZp686A17109,NRK
DKFZp686A1775,SLC46A3
DKFZp686B07267,CASTOR3P
DKFZp686B0797,ZNF568
DKFZp686B1036,RETREG3
DKFZp686B15167,SACS
DKFZp686B2197,ZNF542P
DKFZp686C0338,OVOS2P
DKFZp686C0433,CCDC66
DKFZp686C06101,RPL21
DKFZp686C06120,ZBTB41
DKFZp686C0818,FOSB
DKFZp686C1178,MSRB3
DKFZp686C12170,ARHGEF7
DKFZp686C132,EYA3
DKFZP686C2281,FMN1
DKFZp686C23231,TMCO4
DKFZp686D0853,SERTM2
DKFZp686D0972,ACTBL2
DKFZp686D143,PRICKLE2
DKFZp686E01200,CHD2
DKFZp686E0316,LARP1B
DKFZp686E10109,NUDCD2
DKFZp686E1583,SAMD7
DKFZp686E205,FRYL
DKFZP686E2158,SMIM15
DKFZp686E2433,ZNF879
DKFZp686F03259,AFMID
DKFZp686F0372,KIAA0825
DKFZp686F06123,ZNF600
DKFZp686F0810,FAM221A
DKFZp686F102,RBM33
DKFZp686F22190,HEPHL1
DKFZp686F2227,VWA3B
DKFZp686G0351,DENND2C
DKFZp686G052,ARID2
DKFZp686G0786,GBP6
DKFZp686G12159,DAP3
DKFZp686G13268,RBKS
DKFZp686G16228,ZNF320
DKFZp686H1038,ZNF551
DKFZp686H18209,MISP
DKFZp686H2240,DNAAF8
DKFZp686I0110,ALS2CL
DKFZp686I068,SPTY2D1
DKFZp686I14213,COL4A2
DKFZp686I15217,LINC01011
DKFZp686I1569,ZNF772
DKFZp686I1842,RGPD5
DKFZp686J0529,POTEC
DKFZp686J07229,PHETA2
DKFZp686J0796,DNHD1
DKFZp686J0811,FREM2
DKFZp686K16132,AAK1
DKFZp686K1684,PAX6-AS1
DKFZp686K19184,SPINK5
DKFZp686L0365,ARRB2
DKFZp686L05235,SNHG20
DKFZp686L09111,MIER3
DKFZp686L1814,LIN54
DKFZp686L20116,PABIR2
DKFZp686L20145,WDR44
DKFZp686L2452,MRNIP
DKFZP686M0199,GTF2H2B
DKFZp686M05161,TJP1
DKFZp686M0843,BLTP2
DKFZp686M16108,FREM1
DKFZp686M18236,CD68
DKFZp686M2086,BCAP29
DKFZp686M22243,PLEKHA7
DKFZp686N0351,TIPARP
DKFZp686N06141,SNHG9
DKFZp686N0877,SPRYD4
DKFZp686N1651,CEP20
DKFZp686N19164,ZNF30
DKFZp686O0290,DCUN1D3
DKFZp686O0457,URGCP
DKFZp686O06159,MIR22HG
DKFZp686O1327,TEX41
DKFZp686O1689,ANKRD33
DKFZp686O18124,TMEM44
DKFZp686O24166,NCR3LG1
DKFZp686P02188,WIPI2
DKFZp686P0288,RGPD4
DKFZp686P0734,FAM95B1
DKFZp686P0776,RNF6
DKFZp686P11128,TAGLN
DKFZp686P15118,MBLAC2
DKFZp686P15184,HEATR5B
DKFZp686P24239,MSL1
DKFZp727A071,PARS2
DKFZP727C091,KANSL1
DKFZP727G051,PHF19
DKFZp727G131,FAM200A
DKFZP727I051,GPSM1
DKFZP727M111,RPAP1
DKFZP727M231,TRPC4AP
DKFZp761A052,OTUD5
DKFZp761A0620,PGBD5
DKFZp761A078,SASS6
DKFZp761A132,FLYWCH1
DKFZp761A179,LRRC4B
DKFZP761B039,HDAC10
DKFZp761B0514,PSD2
DKFZp761B107,CCDC149
DKFZp761B128,ZNF664
DKFZp761B1514,FYTTD1
DKFZp761C07121,DIRAS2
DKFZp761C121,SLF1
DKFZp761C169,GPBP1
DKFZP761C241,VEZT
DKFZP761D0211,FAM234A
DKFZp761D0223,TBC1D15
DKFZp761D0712,MPP2
DKFZP761D081,RNF111
DKFZp761D112,MMP16
DKFZp761D221,SGIP1
DKFZP761E1824,SUSD1
DKFZp761E198,AP5B1
DKFZp761E2110,TIGD6
DKFZp761F0118,JMJD1C
DKFZp761F222,UTP3
DKFZp761F241,CCDC3
DKFZp761G0123,IWS1
DKFZp761G058,PPM1K
DKFZp761G122,HPCAL4
DKFZp761G1812,ZNF506
DKFZP761G1913,NRIP2
DKFZP761G1923,PI4K2A
DKFZp761G2113,ATXN7L3
DKFZp761H039,SVOP
DKFZp761H0421,RUNDC1
DKFZp761H079,ARL13B
DKFZp761H1120,PDXDC2P
DKFZP761H171,RRAGD
DKFZP761H1710,RNF208
DKFZp761H172,BANP
DKFZp761H221,PRICKLE4
DKFZp761I1011,ATP13A4
DKFZP761I141,L3MBTL2
DKFZP761I172,NUDT12
DKFZp761I2123,ZMIZ2
DKFZp761I2124,EXOC6
DKFZp761J1324,SOX2-OT
DKFZp761J139,ZCCHC9
DKFZp761J1523,GARNL3
DKFZP761J17121,TMEM47
DKFZp761K032,VWA5B2
DKFZp761K1021,ARHGEF7
DKFZp761K1423,PSD3
DKFZp761K2222,JAZF1
DKFZp761K2312,PLEKHO2
DKFZP761L0424,KIAA1217
DKFZp761L1417,TMEM130
DKFZp761L1518,LRRC56
DKFZp761M0212,SESN2
DKFZp761M0423,CAMKK1
DKFZP761M1511,NEURL1B
DKFZp761M2312,PRR29
DKFZp761N0624,SLC37A3
DKFZp761N0823,IFT22
DKFZP761N09121,COPG2IT1
DKFZp761N1114,SLC60A1
DKFZp761O0113,LRP2BP
DKFZp761O17121,RTL6
DKFZp761O2018,TMEM132C
DKFZp761P0423,PRAG1
DKFZp761P0710,ADGRV1
DKFZp761P1010,STYK1
DKFZp761P1121,TANGO2
DKFZp761P211,STUM
DKFZp762A152,SENP3
DKFZp762A2013,QSOX2
DKFZp762A217,TMTC2
DKFZp762A227,SLC43A3
DKFZp762A2316,SENP2
DKFZp762B245,FMNL3
DKFZp762C1112,TMEM64
DKFZp762C143,UBE2Q2
DKFZp762C186,EHBP1L1
DKFZp762C2414,ASB16-AS1
DKFZP762D096,C19orf12
DKFZp762E1112,NCOA4
DKFZp762E1312,HJURP
DKFZp762F0713,GPR137C
DKFZp762F133,CRISPLD1
DKFZp762F1811,HIF1AN
DKFZp762F2011,DHX33
DKFZp762G094,PYROXD1
DKFZp762G199,NAIF1
DKFZp762H1311,CEP41
DKFZp762I137,ZNF786
DKFZp762I194,BBS5
DKFZp762K013,ZNF48
DKFZp762K054,GBA2
DKFZp762K137,FNDC3B
DKFZP762K2015,SMARCAD1
DKFZp762K222,STOX2
DKFZp762L1111,CD109
DKFZP762M115,DHTKD1
DKFZp762M126,SAMTOR
DKFZP762M186,PGS1
DKFZp762N1910,HNRNPUL2
DKFZP762N2316,ZNF462
DKFZp762O076,PIP4P2
DKFZp779B126,EEIG2
DKFZp779B1540,BNIP5
DKFZp779B1634,ANKRD62
DKFZp779C0666,TBC1D4
DKFZp779D216,RPL19
DKFZp779E2460,ASB11
DKFZp779F115,NHLRC2
DKFZp779G1236,PCLO
DKFZp779J0927,RBM14
DKFZp779L1068,TRIQK
DKFZp779L1558,CCDC91
DKFZp779M0652,LINC02716
DKFZp779M2348,TNNT3
DKFZp779O175,ZNF829
DKFZp779O2438,SLC10A7
DKFZp779P1149,DENND2C
DKFZp781A10161,SLC25A34
DKFZp781B0869,AXIN2
DKFZp781B1548,DNAH14
DKFZp781D015,SYT11
DKFZp781D0275,ZNF28
DKFZp781D0314,NAV1
DKFZp781D1727,CHD2
DKFZp781E1243,UPRT
DKFZp781E17107,PPP6R3
DKFZp781E2374,PPP6R3
DKFZp781F0822,MROH2B
DKFZp781F1775,ZNF284
DKFZP781G0119,C18orf63
DKFZp781H0392,RNF43
DKFZp781I1117,PTBP3
DKFZp781I1119,MIER3
DKFZp781I12161,AKAP11
DKFZp781M09150,FAM99B
DKFZp781M2411,RALGAPB
DKFZp781O2362,PPP6R3
DKIR,KLHL12
DKK-1,DKK1
DKK-2,DKK2
DKK-4,DKK4
DKKL2,DKKL1P1
DL,EDAR
DL1,DLL1
DL1R,PTGDR2
DLACD,LDHD
DLAD,DNASE2B
DLB1,DLEU1
DLB2,DLEU2
DLC-1,DLC1
DLC-1,DLEC1
DLC-A,DYNC1LI1
DLC1,DLEC1
DLC1,DYNLL1
Dlc2,DYNLL2
DLC2,STARD13
DLC3,STARD8
DLC8,DYNLL1
DLD,FAM3A
DLD,LDHD
DLDBP,PDHX
DLDD,DLD
DLDH,DLD
DLEC,CLEC4C
DLEU2,DLEU1
DLEU5,TRIM13
DLEU8,RNASEH2B
DLG1,DLGAP5
DLG2,MPP2
DLG2-AS,DLG2-AS1
DLG2AS,DLG2-AS1
DLG3,MPP3
DLG4,LLGL1
DLG6,MPP4
DLG7,DLGAP5
DLGAP1A,DLGAP1
DLGAP1B,DLGAP1
DLGH1,DLG1
DLIC-1,DYNC1LI1
DLK,DAPK3
DLK,DLK1
DLK,MAP3K12
DLK-1,DLK1
DLK-2,DLK2
DLM-1,ZBP1
DLM1,ZBP1
DLN-1,SKIDA1
DLNB11,BCL9L
DLNB13,FOXR1
DLNB14,CENATAC
DLNB23,C2CD2L
DLNB26,NLRX1
DLP,TXNL4B
DLP1,DNM1L
DLP1,PDSS2
DLP12,DNAH12
DLP3,DNAH12
DLP3,DNAH3
DLP4,DLGAP4
DLPAP1-AS2,DLGAP1-AS2
DLR1,IGHD2-8
DLSTP,DLSTP1
DLT,CDAN1
DLTA,DLAT
DLTET,KCNRG
DLTS,DLST
DLX2-AS1,DLX2-DT
DLX6-AS,DLX6-AS1
DLX6AS,DLX6-AS1
DLX7,DLX4
DLX8,DLX4
DLX9,DLX4
DLXIN-1,MAGED1
DM,DMPK
DM1,DMPK
DM1,IGHD1-7
DM1PK,DMPK
DM2,CNBP
DM2,IGHD1-14
DM4E3,C11orf24
DMA,HLA-DMA
DMAHP,SIX5
DMAN,LYSET
DMBT1P1,DMBT1L1
DMC,CXCL17
DMC,DYM
DMC1,HID1
DMC1H,DMC1
DMDA,SGCG
DMDA1,SGCG
DMDA2,SGCA
DMDL,UTRN
DMDRMR,LINC00944
DMGDHD,DMGDH
DMGDHL1,SARDH
DMH,DST
DMJDS1,PCDH12
DMJDS2,GSX2
DMK,DMPK
DMML2433,NEGR1
DMN,SYNM
DMNT2,TRDMT1
DMO,DMRTA1
DMP-1,DMP1
DMP-4,FAM20C
DMP1,DMTF1
DMP3,DSPP
DMP4,FAM20C
DMPK2,CDC42BPG
DMR,WDR20
DMR-N9,DMWD
DMRN9,DMWD
DMRT4,DMRTA1
DMRTA3,DMRT3
DMRTC1-AS1,FAM236A
DMRV,GNE
DMRV,SQSTM1
DMS-8,ZFP91
DMSFH,MTAP
DMSMFH,MTAP
DMT,DMTN
DMT-1,SLC11A2
DMT1,CHMP2B
DMT1,DMRT1
DMT1,SLC11A2
DMTase,MBD2
DMTF,DMTF1
DMTN,TNDM
DN-7,TAF9B
DN1,IGHD6-13
DN7,TAF9B
DNA-PKC,PRKDC
DNA-PKcs,PRKDC
DNA2L,DNA2
DNA43,MCM10
DNAAF12,LRRC56
DNAAF13,SPAG1
DNAAF14,PIH1D1
DNAAF15,PIH1D2
DNAAF16,CFAP298
DNAAF17,CFAP300
DNAAF18,DAW1
DNAAF7,ZMYND10
DNABF,GCFC2
dNaCh,SCNN1D
DNAH12L,DNAH12
DNAH17L,DNAH9
DNAH7L,DNAH12
DNAHBL,DNAH11
DNAHC1,DNAH1
DNAHC11,DNAH11
DNAHC12,DNAH12
Dnahc14,DNAH14
DNAHC2,DNAH2
DNAHC3,DNAH12
DNAHC3-B,DNAH3
DNAHC3B,DNAH3
DNAHC5,DNAH5
Dnahc6,DNAH6
Dnahc9,DNAH9
DNAHL1,DNAH17
DNAI8,NME8
DNAJ,DNAJA2
DnaJ,DNAJB6
DNAJ,DNAJC14
DNAJ26,GAK
DNAJA5,DNAJC21
DNAJB1P,DNAJB1P1
DNAJB5-AS1,DNAJB5-DT
DNAJC20,HSCB
DNAJC23,SEC63
DNAJC26,GAK
DNAJC29,SACS
DNAJC3-AS1,DNAJC3-DT
DNAJC5A,DNAJC5
DNAJD1,DNAJC15
DNAJL1,DNAJC1
DNAJW,DNAJB4
DNAL1,DNAH9
DNAM-1,CD226
DNAM1,CD226
DNAPK,PRKDC
DNAPKc,PRKDC
DNAPTP2,RNF149
DNAPTP4,TMEM45A
DNAPTP6,SPATS2L
DNAS1L1,DNASE1L1
DNAS1L2,DNASE1L2
DNAS1L3,DNASE1L3
DNASE2A,DNASE2
DNASEX,DNASE1L1
DNB1,RERE
DNB5,SLC45A1
DNC,SLC25A19
DNCH1,DYNC1H1
DNCH2,DYNC2H1
Dnchc1,DYNC1H1
DNCI1,DYNC1I1
DNCI2,DYNC1I2
DNCIC1,DYNC1I1
DNCL,DYNC1H1
DNCL1,DYNLL1
DNCL1B,DYNLL2
DNCL1P1,DYNLL1P1
DNCL1P2,DYNLL1P2
DNCL2A,DYNLRB1
DNCL2B,DYNLRB2
DNCLC1,DYNLL1
DNCLI1,DYNC1LI1
DNCLI2,DYNC1LI2
DND,LAMP2
DNECL,DYNC1H1
DNEL1,DNAH9
DNEL2,DNAH17
DNF15S2,APEH
DNF15S2,MST1
DNFA67,OSBPL2
DNGR-1,CLEC9A
DNGR1,CLEC9A
DNHBL,DNAH11
DNHD1L,DNHD1
DNHD2,DNAH12
DNHD3,DNAH2
DNHL1,DNAH6
DNJ3,DNAJA2
DNL,DNASE2
DNL1,DNASE1
DNL1L,DNASE1L1
DNL2,DNASE2
DNLC2A,DYNLRB1
DNLC2B,DYNLRB2
DNM,DNM1
DNM1DN10-1,DNM1P37
DNM1DN10-2,DNM1P38
DNM1DN10@,DNM1P37
DNM1DN10@,DNM1P38
DNM1DN11-10,DNM1P43
DNM1DN11-13,DNM1P44
DNM1DN11-3,DNM1P36
DNM1DN11-3,DNM1P39
DNM1DN11-5,DNM1P40
DNM1DN11-6,DNM1P41
DNM1DN11-8,DNM1P38
DNM1DN11.13,DNM1P44
DNM1DN11.5,DNM1P40
DNM1DN11.6,DNM1P41
DNM1DN11.7,DNM1DN11-7
DNM1DN11@,DNM1P36
DNM1DN11@,DNM1P38
DNM1DN11@,DNM1P39
DNM1DN11@,DNM1P40
DNM1DN11@,DNM1P41
DNM1DN11@,DNM1P43
DNM1DN11@,DNM1P44
DNM1DN12-2,DNM1P45
DNM1DN12@,DNM1P45
DNM1DN14-3,DNM1P47
DNM1DN14.2,DNM1P46
DNM1DN14@,DNM1P46
DNM1DN14@,DNM1P47
DNM1DN15-1,DNM1P24
DNM1DN15-3,DNM1P25
DNM1DN15@,DNM1P24
DNM1DN15@,DNM1P25
DNM1DN16-1,DNM1P26
DNM1DN16-3,DNM1P27
